,loss,accuracy,val_loss,val_accuracy
0,0.8738952279090881,0.48573756217956543,0.6447714567184448,0.6479217410087585
1,0.6789873242378235,0.6136919260025024,0.6244155764579773,0.6479217410087585
2,0.6672873497009277,0.6316218376159668,0.6285707950592041,0.6479217410087585
3,0.6344261169433594,0.6275468468666077,0.6345345377922058,0.6479217410087585
4,0.6312933564186096,0.6218419075012207,0.6351193189620972,0.6479217410087585
5,0.6199227571487427,0.6242868900299072,0.641882061958313,0.6479217410087585
6,0.6173115372657776,0.6259168982505798,0.6465738415718079,0.6479217410087585
7,0.5990403890609741,0.6267318725585938,0.6519894599914551,0.6479217410087585
8,0.5877363681793213,0.6308068633079529,0.657880425453186,0.6528117656707764
9,0.5751858353614807,0.645476758480072,0.6669596433639526,0.6723716259002686
10,0.5738336443901062,0.6519967317581177,0.6849234700202942,0.4621026813983917
11,0.5756954550743103,0.6756316423416138,0.7139787077903748,0.40831294655799866
12,0.5547760128974915,0.6837815642356873,0.7358695268630981,0.41809290647506714
13,0.5582045316696167,0.670741617679596,0.7657449841499329,0.4034229815006256
14,0.5435043573379517,0.6797065734863281,0.765059769153595,0.40586796402931213
15,0.5242447257041931,0.6984515190124512,0.7384534478187561,0.42053788900375366
16,0.533991277217865,0.6968215107917786,0.7036702036857605,0.45476773381233215
17,0.49830299615859985,0.719641387462616,0.6528347730636597,0.5427873134613037
18,0.5072293281555176,0.7253463864326477,0.6007626056671143,0.6381418108940125
19,0.4967018663883209,0.7163814306259155,0.577061116695404,0.6992664933204651
20,0.48892849683761597,0.718826413154602,0.6013748645782471,0.6430317759513855
21,0.47582054138183594,0.7269763946533203,0.6314607262611389,0.5721271634101868
22,0.4739598333835602,0.738386332988739,0.5984451770782471,0.640586793422699
23,0.46961870789527893,0.7457212805747986,0.5881056785583496,0.7017114758491516
24,0.4687140882015228,0.7530562281608582,0.5870898365974426,0.7163814306259155
25,0.4487555921077728,0.7693561315536499,0.583705723285675,0.7017114758491516
26,0.45672285556793213,0.7652812004089355,0.5858754515647888,0.7017114758491516
27,0.43429604172706604,0.7701711654663086,0.5934987664222717,0.6797065734863281
28,0.4315422773361206,0.7718011140823364,0.5851930379867554,0.7017114758491516
29,0.44256502389907837,0.7644661664962769,0.5931169986724854,0.7066014409065247
30,0.43490517139434814,0.7652812004089355,0.6162232756614685,0.6430317759513855
31,0.4375883936882019,0.7571312189102173,0.5782150626182556,0.6992664933204651
32,0.4223172068595886,0.7726161479949951,0.6119363903999329,0.6748166084289551
33,0.4169405996799469,0.7823960781097412,0.6642652153968811,0.665036678314209
34,0.4242230951786041,0.773431122303009,0.6507998704910278,0.669926643371582
35,0.387100487947464,0.7864710688591003,0.6332048177719116,0.694376528263092
36,0.3677552342414856,0.8092909455299377,0.647592306137085,0.6968215107917786
37,0.3800221383571625,0.7840260863304138,0.6837863326072693,0.6821516156196594
38,0.36640822887420654,0.8011410236358643,0.7087134718894958,0.6772615909576416
39,0.36390116810798645,0.8019559979438782,0.7502230405807495,0.6723716259002686
40,0.37390896677970886,0.797881007194519,0.719841718673706,0.6723716259002686
41,0.3633389472961426,0.8052159547805786,0.7757384777069092,0.669926643371582
42,0.37484443187713623,0.797881007194519,0.8208367228507996,0.6674816608428955
43,0.3634476363658905,0.7954360246658325,0.7178449034690857,0.6772615909576416
44,0.36230915784835815,0.798695981502533,0.7264631986618042,0.694376528263092
45,0.38174471259117126,0.7946210503578186,0.7348390817642212,0.694376528263092
46,0.3524763584136963,0.8117359280586243,0.7074054479598999,0.684596598148346
47,0.3515915870666504,0.8109209537506104,0.7761082649230957,0.6772615909576416
48,0.3466034531593323,0.8247758746147156,0.8030003309249878,0.669926643371582
49,0.3272669315338135,0.8337408304214478,0.8914268612861633,0.6797065734863281
50,0.34419116377830505,0.812550961971283,0.80305016040802,0.6870415806770325
51,0.33981209993362427,0.8361858129501343,0.7652720808982849,0.6797065734863281
52,0.32986608147621155,0.8394458293914795,1.022923231124878,0.6797065734863281
53,0.3282167911529541,0.8484107851982117,1.3113588094711304,0.6577017307281494
54,0.30030447244644165,0.8549306988716125,1.324346661567688,0.6601467132568359
55,0.3267413377761841,0.8239609003067017,1.0182031393051147,0.669926643371582
56,0.3254944682121277,0.828035831451416,0.7672485709190369,0.7017114758491516
57,0.29984229803085327,0.8492257595062256,0.790041446685791,0.7163814306259155
58,0.3151569962501526,0.8443357944488525,0.9129772186279297,0.684596598148346
59,0.30878567695617676,0.8508557677268982,1.068101406097412,0.6723716259002686
60,0.2899971902370453,0.8581907153129578,0.9800338745117188,0.6601467132568359
61,0.28668516874313354,0.8671556711196899,0.904437243938446,0.6748166084289551
62,0.2800014317035675,0.8516707420349121,1.0155918598175049,0.6797065734863281
63,0.28565070033073425,0.8598207235336304,1.0572969913482666,0.6919315457344055
64,0.2998678684234619,0.8541157245635986,1.0104146003723145,0.6748166084289551
65,0.2864571511745453,0.8549306988716125,1.0061447620391846,0.669926643371582
66,0.2921147346496582,0.8679706454277039,1.0428053140640259,0.6748166084289551
67,0.3006177544593811,0.841890811920166,1.1031246185302734,0.684596598148346
68,0.2767782211303711,0.8508557677268982,0.9404829144477844,0.684596598148346
69,0.30414876341819763,0.847595751285553,0.9927414655685425,0.6919315457344055
70,0.2820529043674469,0.8541157245635986,1.1650810241699219,0.669926643371582
71,0.2799188494682312,0.8467807769775391,0.9659144878387451,0.6772615909576416
72,0.27602314949035645,0.8630806803703308,0.8530619740486145,0.7017114758491516
73,0.26476871967315674,0.8581907153129578,0.9796341061592102,0.684596598148346
74,0.28581783175468445,0.8467807769775391,1.180510401725769,0.6797065734863281
75,0.2728714346885681,0.8687856793403625,1.2293791770935059,0.6723716259002686
76,0.2597147226333618,0.8687856793403625,1.2042286396026611,0.684596598148346
77,0.23274065554141998,0.8883455395698547,1.1186665296554565,0.6992664933204651
