,loss,accuracy,val_loss,val_accuracy
0,0.7061929702758789,0.5647921562194824,0.6553691625595093,0.6479217410087585
1,0.6859157085418701,0.6234718561172485,0.6581634879112244,0.640586793422699
2,0.6345992684364319,0.6234718561172485,0.6630540490150452,0.6479217410087585
3,0.6407881379127502,0.6299918293952942,0.6481904983520508,0.6479217410087585
4,0.6295143365859985,0.6251018643379211,0.6310824155807495,0.6479217410087585
5,0.612499475479126,0.6471067667007446,0.6147477030754089,0.6674816608428955
6,0.6001377701759338,0.6503667235374451,0.5951133370399475,0.6821516156196594
7,0.5925814509391785,0.6519967317581177,0.587575376033783,0.6797065734863281
8,0.5817301273345947,0.6837815642356873,0.579584002494812,0.6870415806770325
9,0.578177273273468,0.6813365817070007,0.5723534226417542,0.6992664933204651
10,0.5690395832061768,0.6870415806770325,0.5772213339805603,0.6992664933204651
11,0.5668210983276367,0.6642217040061951,0.5838524103164673,0.694376528263092
12,0.5545704960823059,0.6927465200424194,0.5823224186897278,0.6821516156196594
13,0.5525493025779724,0.6911165714263916,0.576312243938446,0.689486563205719
14,0.5198705792427063,0.695191502571106,0.5886857509613037,0.6748166084289551
15,0.5180228352546692,0.7204564213752747,0.6051264405250549,0.6723716259002686
16,0.5289373993873596,0.7106764316558838,0.6378026008605957,0.6528117656707764
17,0.49004805088043213,0.7343113422393799,0.684725821018219,0.645476758480072
18,0.48092448711395264,0.7457212805747986,0.7273237705230713,0.6479217410087585
19,0.4928923547267914,0.7530562281608582,0.7358306050300598,0.6479217410087585
20,0.4690980613231659,0.7522412538528442,0.7680901885032654,0.6479217410087585
21,0.46805667877197266,0.7538712024688721,0.7882654070854187,0.6479217410087585
22,0.4546215832233429,0.7620211839675903,0.7865442633628845,0.6479217410087585
23,0.45549267530441284,0.7449062466621399,0.7549008131027222,0.6503667235374451
24,0.46115079522132874,0.7473512887954712,0.7684939503669739,0.6503667235374451
25,0.44857436418533325,0.7449062466621399,0.8148561120033264,0.6528117656707764
